City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date
291,Muang Phônsavan,LA,19.45,103.2167,19.91,99,100,0.64,1722100092
292,Puerto Aisén,CL,-45.4,-72.7,3.89,90,97,2.85,1722100092
293,Kenora,CA,49.8167,-94.4337,27.78,61,82,4.85,1722100049
294,Keflavik,IS,64.0049,-22.5624,11.24,100,100,8.23,1722100093
295,Zelenogorskiy,RU,55.0333,87.0,20.17,90,46,1.43,1722100093
296,Krasnozerskoye,RU,53.9828,79.2374,19.8,65,29,3.21,1722100093
297,Naze,JP,28.3667,129.4833,27.0,87,26,3.28,1722100093
298,Luau,AO,-10.7073,22.2247,23.18,12,0,0.75,1722100093
299,Alotau,PG,-10.3069,150.4462,20.98,95,46,1.61,1722100093
300,Creel,MX,27.75,-107.6333,24.1,35,9,0.46,1722100093
301,Mstera,RU,56.3789,41.92,15.78,92,45,1.3,1722100093
302,Sylva,RU,58.0348,56.7635,12.65,98,100,4.03,1722100094
303,Ascension,US,30.2169,-90.9001,32.78,73,40,2.06,1722100094
304,Al Ghayzah,YE,16.2079,52.176,26.23,84,73,8.02,1722100094
305,Kumul,CN,42.8,93.45,31.27,22,0,6.3,1722100094
306,Koné,NC,-21.0595,164.8658,17.09,81,10,1.88,1722100094
307,Hue,VN,16.4667,107.6,31.06,66,40,1.03,1722100094
308,Tazacorte,ES,28.629,-17.9293,26.19,79,75,4.63,1722100094
309,Oneonta,US,42.4529,-75.0638,26.83,57,1,2.46,1722100028
310,Ginir,ET,7.1333,40.7,15.3,85,95,2.29,1722100094
311,Coari,BR,-4.085,-63.1414,36.16,29,4,1.39,1722099958
312,Crane,US,31.3974,-102.3501,30.43,38,2,7.93,1722100095
313,Nuuk,GL,64.1835,-51.7216,5.34,93,100,2.06,1722100095
314,Vazante,BR,-17.9869,-46.9078,28.73,28,0,2.87,1722100095
315,Ibiá,BR,-19.4783,-46.5389,26.7,25,2,2.72,1722099822
316,Kem',RU,64.9555,34.5793,13.03,67,0,2.77,1722100095
317,Minas de Marcona,PE,-15.2119,-75.1103,15.51,60,37,6.62,1722100095
318,Mizdah,LY,31.4451,12.9801,35.81,16,0,6.55,1722100095
319,Khanty-Mansiysk,RU,61.0042,69.0019,19.06,100,40,1.0,1722100096
320,Dourbali,TD,11.8091,15.8632,23.42,85,100,0.66,1722100096
321,Gloucester Point,US,37.254,-76.4969,29.05,56,0,3.6,1722100096
322,Warman,CA,52.3168,-106.5679,17.72,63,100,9.4,1722100096
323,Horsham,GB,51.064,-0.3272,23.23,52,0,5.14,1722099370
324,St. John's,CA,47.5649,-52.7093,16.2,84,100,5.14,1722099826
325,Ust'-Kut,RU,56.7938,105.7672,18.54,96,100,1.18,1722100096
326,Don Benito,ES,38.9563,-5.8616,39.77,8,0,4.83,1722100096
327,Pitkyaranta,RU,61.5734,31.4792,21.74,64,7,2.44,1722100097
328,Abou el Hassan,DZ,36.4166,1.1962,28.48,50,32,4.92,1722100097
329,Paka,MY,4.6374,103.4368,26.21,93,100,3.14,1722100097
330,Östersund,SE,63.1792,14.6357,16.45,94,75,2.57,1722100097
331,Connell,US,46.6635,-118.8611,22.8,37,79,0.45,1722100097
332,Kosh-Agach,RU,50.0,88.6667,13.45,76,18,0.59,1722100097
333,Afaahiti,PF,-17.75,-149.2833,25.59,84,86,6.72,1722100097
334,Bagarji,PK,27.756,68.7524,36.0,59,84,5.14,1722100098
335,Rongelap,MH,11.1635,166.8941,28.26,79,36,8.45,1722100158
336,San Antonio de Palé,GQ,-1.4014,5.6325,23.4,83,99,6.61,1722100158
337,Yeosu,KR,34.7546,127.6599,24.5,97,54,1.0,1722100158
338,Vilyuysk,RU,63.7553,121.6247,12.92,65,55,1.97,1722100158
339,Kilembe,UG,0.2,30.0,18.93,63,66,2.74,1722100158
340,Mahanoro,MG,-19.9,48.8,21.04,86,4,2.18,1722100158
341,Sucúa,EC,-2.4667,-78.1667,27.41,53,40,1.54,1722100158
342,Bo`ka,UZ,40.8108,69.1986,30.43,23,0,3.53,1722100159
343,Salinópolis,BR,-0.6136,-47.3561,29.02,64,13,6.76,1722099923
344,Westport,US,41.1415,-73.3579,29.62,51,40,3.6,1722100159
345,Mek'ele,ET,13.4967,39.4753,19.94,70,100,2.96,1722099938
346,Ābādān,IR,30.3392,48.3043,41.88,8,2,7.12,1722100159
347,Port Alberni,CA,49.2413,-124.8028,20.44,68,34,0.69,1722100159
348,Aral,CN,40.5156,81.2636,34.81,17,1,3.41,1722099914
349,Kayangel,PW,8.0823,134.7173,28.04,81,94,6.94,1722100159
350,Corner Brook,CA,48.9667,-57.9484,21.06,40,5,3.53,1722100154
351,Kurchum,KZ,48.5722,83.6542,24.81,46,20,1.23,1722100160
352,São Paulo de Olivença,BR,-3.3783,-68.8725,35.19,39,8,1.27,1722100160
353,Gamay,PH,12.3854,125.2979,23.81,97,100,1.18,1722100160
354,Hassi Messaoud,DZ,31.6804,6.0729,41.79,9,0,5.52,1722100160
355,Noril'sk,RU,69.3535,88.2027,16.87,69,85,2.25,1722100160
356,Hunchun,CN,42.8675,130.3581,20.49,99,100,1.03,1722100160
357,Alghero,IT,40.5589,8.3181,32.05,43,0,4.63,1722100160
358,Hollidaysburg,US,40.4273,-78.3889,28.62,44,0,0.0,1722100161
359,Higuera de Zaragoza,MX,25.95,-109.2833,32.96,54,25,4.45,1722100161
360,Sydney Mines,CA,46.2367,-60.2177,24.49,68,0,3.58,1722100161
361,Pahrump,US,36.2083,-115.9839,34.13,15,0,7.15,1722100161
362,Sioux Center,US,43.0797,-96.1756,29.45,68,0,0.89,1722099951
363,Vodice,HR,43.7608,15.7828,31.5,56,0,2.46,1722100161
364,Port Alfred,ZA,-33.5906,26.891,15.1,74,0,0.84,1722100161
365,Ferkessédougou,CI,9.6,-5.2,28.12,73,70,1.64,1722100161
366,Guigang,CN,23.0964,109.6092,27.45,92,100,1.92,1722100161
367,Al Jawf,SA,29.5,38.75,33.47,19,0,5.35,1722100162
368,Horta,PT,38.5333,-28.6333,25.8,82,20,2.57,1722100162
369,Tūghyl,KZ,47.7252,84.2063,25.61,44,39,1.94,1722100162
370,The Bottom,BQ,17.6259,-63.2492,30.07,73,100,6.28,1722100162
371,Montero,BO,-17.3333,-63.25,33.5,25,2,4.74,1722100162
372,Sweetwater,US,25.7634,-80.3731,33.9,64,40,3.09,1722100162
373,Cabo San Lucas,MX,22.8909,-109.9124,35.34,48,0,1.03,1722100162
374,Mili,MH,6.0815,171.735,28.6,74,93,7.24,1722100163
375,Zaṟah Sharan,AF,33.1467,68.7917,27.72,43,0,4.14,1722100163
376,Fortuna,US,40.5982,-124.1573,14.43,94,75,0.0,1722100163
377,Tura,IN,25.5198,90.2201,26.9,91,96,2.31,1722100163
378,Vernon,CA,50.2581,-119.2691,23.12,41,58,0.45,1722100163
379,Mahina,PF,-17.5065,-149.489,26.53,78,75,7.72,1722100163
380,Susuman,RU,62.7833,148.1667,7.23,64,84,1.49,1722100163
381,Tshabong,BW,-26.05,22.45,13.47,17,8,4.54,1722100163
382,Arawa,PG,-6.2132,155.5367,24.68,91,100,1.46,1722100163
383,Stephenville,US,32.2207,-98.2023,29.37,63,40,2.57,1722100224
384,Armação de Búzios,BR,-22.7469,-41.8817,28.03,69,41,4.35,1722100224
385,Nova Sintra,CV,14.8667,-24.7167,26.0,86,76,7.1,1722100224
386,Guadalupe,MX,25.6833,-100.25,29.56,53,20,8.94,1722099975
387,Kerema,PG,-7.9631,145.7785,24.3,90,100,2.28,1722100224
388,Riacho de Santana,BR,-13.6092,-42.9389,32.44,24,77,1.73,1722100224
389,Sandnessjøen,NO,66.0217,12.6316,15.29,96,100,1.69,1722100224
390,South Hedland,AU,-20.4089,118.5983,13.96,28,0,3.09,1722100224
391,Pont Rouge,CA,48.8833,-72.0825,23.01,51,77,2.32,1722100225
392,Chadron,US,42.8294,-102.9999,30.86,48,0,2.06,1722100225
393,Camalú,MX,30.85,-116.0667,28.7,76,0,3.29,1722100225
394,Gaimán,AR,-43.2897,-65.4929,9.79,29,0,13.11,1722100225
395,Vallenar,CL,-28.5708,-70.7581,27.62,7,15,1.73,1722100043
396,Malpe,IN,13.35,74.7167,27.61,84,86,5.03,1722100225
397,Dwārka,IN,22.2394,68.9678,28.39,85,100,7.6,1722100225
398,Beryozovo,RU,63.9381,65.0419,11.91,93,100,7.29,1722100225
399,Tual,ID,-5.6667,132.75,25.26,91,21,6.07,1722100226
400,Hamilton,US,39.1834,-84.5333,30.13,45,0,1.54,1722099932
401,Egilsstadir,IS,65.2653,-14.3948,16.33,58,90,2.31,1722100226
402,Languyan,PH,5.2618,120.0807,25.72,88,95,1.39,1722100226
403,Clarence-Rockland,CA,45.5501,-75.291,28.6,47,38,2.13,1722100011
404,Alaghsas,NE,17.0187,8.0168,26.69,55,34,13.97,1722100226
405,Ancud,CL,-41.8697,-73.8203,7.86,54,30,3.76,1722100226
406,Finisterra,ES,42.9049,-9.2629,25.57,76,36,10.41,1722100226
407,Mēga,ET,4.05,38.3,16.89,61,90,1.85,1722100226
408,Pacific Grove,US,36.6177,-121.9166,17.23,84,100,2.24,1722100227
409,Kosan,KP,38.8558,127.4181,25.78,93,100,4.83,1722100227
410,Truth or Consequences,US,33.1284,-107.2528,29.95,39,0,0.0,1722100227
411,Huarmey,PE,-10.0681,-78.1522,20.09,68,36,4.54,1722100227
412,Boguchany,RU,58.3814,97.4531,18.69,83,11,2.0,1722100227
413,Basco,PH,20.4487,121.9702,29.14,80,100,7.57,1722100227
414,Mar del Plata,AR,-38.0023,-57.5575,15.85,33,0,9.39,1722100228
415,Jepelacio,PE,-6.1167,-76.95,27.95,41,3,1.05,1722100228
416,Tofol,FM,5.3248,163.0078,26.81,84,100,5.91,1722100228
417,Mbale,UG,1.0821,34.175,20.62,71,48,2.13,1722100228
418,Helena Valley Southeast,US,46.6153,-111.9216,25.17,26,0,2.06,1722100228
419,Palangkaraya,ID,-2.2,113.8333,23.87,93,61,1.29,1722100228
420,Kuching,MY,1.55,110.3333,29.12,95,20,1.54,1722100015
421,Kalmunai,LK,7.4167,81.8167,30.13,59,95,3.38,1722100229
422,Matoury,GF,4.8483,-52.3317,32.98,55,40,2.06,1722100229
423,Palikir,FM,6.9248,158.1611,24.41,100,100,0.0,1722100229
424,Grand Falls-Windsor,CA,48.9332,-55.6649,22.5,45,0,2.05,1722100229
425,Milliken,US,40.3294,-104.8552,29.53,44,0,2.57,1722100229
426,Jakar,BT,27.5492,90.7525,14.49,97,72,0.66,1722100229
427,Cabedelo,BR,-6.9811,-34.8339,29.37,76,51,8.65,1722099981
428,Konark,IN,19.9,86.1167,27.22,79,70,4.54,1722100229
429,Volodarskiy,RU,46.4013,48.5409,25.97,45,100,3.35,1722100230
430,Banff,CA,51.1762,-115.5698,17.39,40,94,1.58,1722100230
431,Zouérat,MR,22.7187,-12.4521,42.21,8,3,8.35,1722100290
432,Yanam,IN,16.7333,82.2167,26.48,81,100,3.26,1722100290
433,Fuglafjørður,FO,62.244,-6.814,12.26,91,94,7.27,1722100290
434,Zaysan,KZ,47.4667,84.8667,24.57,36,43,2.75,1722100290
435,Howard Springs,AU,-12.497,131.047,25.95,80,78,1.28,1722100290
436,Chernomorskoye,UA,45.5039,32.6997,26.03,66,33,5.0,1722100290
437,Goulburn,AU,-34.75,149.7167,3.77,87,61,2.24,1722100291
438,Kanggye,KP,40.9695,126.5852,22.71,99,100,0.82,1722100291
439,Cerritos,US,33.8583,-118.0648,27.18,71,20,1.54,1722100145
440,Dīg,IN,27.4667,77.3333,34.17,59,99,0.75,1722100291
441,Dunedin,NZ,-45.8742,170.5036,8.22,77,100,0.74,1722100291
442,Kayes,ML,14.0,-11.0,32.19,58,95,4.13,1722100291
443,Olyokminsk,RU,60.3736,120.4264,17.79,78,2,1.97,1722100291
444,Mānsa,IN,29.9833,75.3833,34.05,58,92,4.31,1722100291
445,São Francisco do Sul,BR,-26.2433,-48.6381,25.54,64,96,2.74,1722100291
446,Monte Patria,CL,-30.6919,-70.9467,24.41,11,7,1.88,1722100292
447,Iganga,UG,0.6092,33.4686,21.73,62,82,2.05,1722100292
448,Sax,ES,38.5373,-0.8178,28.32,35,0,2.99,1722100292
449,General Acha,AR,-37.377,-64.6043,13.71,25,24,9.27,1722100292
450,Qaqortoq,GL,60.7167,-46.0333,4.78,97,100,4.41,1722100292
451,Nyaunglebin,MM,17.95,96.7333,24.7,96,100,3.19,1722100292
452,Banda Aceh,ID,5.5577,95.3222,27.58,81,94,5.83,1722100292
453,Taroudant,MA,30.4703,-8.877,31.73,34,0,9.99,1722100292
454,Eydhafushi,MV,5.1033,73.0708,28.29,81,100,4.71,1722100293
455,Bargaal,SO,11.2864,51.0773,29.37,63,73,5.25,1722100293
456,Ulladulla,AU,-35.35,150.4667,8.2,62,97,3.84,1722100293
457,Yigo Village,GU,13.5361,144.8886,27.16,92,40,4.63,1722100293
458,Sofifi,ID,0.7349,127.576,26.28,84,15,0.75,1722100293
459,Gizo Government Station,SB,-8.103,156.8419,26.83,84,97,6.3,1722100293
460,Lázaro Cárdenas,MX,17.9583,-102.2,31.01,62,32,2.66,1722100293
461,Chegdomyn,RU,51.1167,133.0167,17.12,92,100,0.68,1722100293
462,Ubari,LY,26.5921,12.7805,38.32,19,24,7.02,1722100294
463,Masuguru,TZ,-11.3667,38.4167,24.79,25,0,0.55,1722100294
464,Hastings,GB,50.8552,0.5729,22.33,71,29,7.12,1722100294
465,Bilovods'k,UA,49.2085,39.5897,25.39,26,83,2.14,1722100294
466,Fort Bragg,US,35.139,-79.006,29.82,59,0,3.6,1722100294
467,Motygino,RU,58.1831,94.7592,18.72,78,86,2.17,1722100294
468,Bani Walid,LY,31.7566,13.9942,33.33,31,0,11.22,1722100294
469,Nebbi,UG,2.4783,31.0889,20.51,86,99,1.49,1722100294
470,Papao,PF,-17.75,-149.55,26.48,82,63,6.78,1722100294
471,Malpica,ES,43.3228,-8.8105,24.43,85,82,7.68,1722100295
472,Port Saint John's,ZA,-31.6229,29.5448,18.13,72,0,3.5,1722100295
473,Tocopilla,CL,-22.092,-70.1979,18.66,70,4,2.3,1722100295
474,Sarmiento,AR,-45.5882,-69.07,5.42,43,0,13.47,1722100295
475,Nabire,ID,-3.3667,135.4833,24.85,90,98,0.92,1722100295
476,Kugesi,RU,56.029,47.2925,15.81,88,40,3.0,1722100295
477,Al Bayḑā’,LY,32.7627,21.7551,23.77,60,0,6.77,1722100295
478,Tirhanimîne,MA,35.2362,-3.9545,23.55,74,16,1.52,1722100295
479,Sinop Province,TR,41.7711,34.8709,19.24,89,99,1.99,1722100295
480,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,9.91,97,79,0.72,1722100296
481,San Luis de la Loma,MX,17.2706,-100.8939,30.89,63,42,2.1,1722100356
482,Raduzhny,RU,62.0961,77.475,19.64,90,85,1.39,1722100356
483,Nelson Bay,AU,-32.7167,152.15,12.83,90,69,0.45,1722100356
484,Ukiah,US,39.1502,-123.2078,23.54,37,0,1.42,1722100356
485,Darnah,LY,32.767,22.6367,27.25,71,0,7.07,1722100356
486,Turtas,RU,58.9417,69.1325,13.65,96,4,2.53,1722100356
487,Kabalo,CD,-6.05,26.9167,28.67,15,9,1.39,1722100356
488,Varto,TR,39.1732,41.4559,22.8,31,81,4.04,1722100357
489,Galesong,ID,-5.3166,119.3661,27.01,79,3,3.4,1722100357
490,Thunder Bay,CA,48.4001,-89.3168,28.6,54,54,4.77,1722100357
491,Carutapera,BR,-1.195,-46.02,30.8,57,12,5.36,1722100357
492,Torquay,GB,50.4638,-3.5143,20.71,70,27,5.14,1722100357
493,Thinadhoo,MV,0.5333,72.9333,28.96,74,84,4.02,1722100357
494,Jayapura,ID,-2.5333,140.7,23.66,91,99,0.81,1722100357
495,Ada,US,43.4166,-116.1262,22.64,40,0,2.06,1722100357
496,Marsannay-la-Côte,FR,47.271,4.989,26.59,73,0,4.12,1722100357
497,Greymouth,NZ,-42.4667,171.2,8.25,88,100,2.5,1722100358
498,Carloforte,IT,39.145,8.3058,25.79,75,0,4.9,1722100358
499,Vakarai,LT,55.6035,23.8213,24.29,70,97,2.21,1722100358
500,Kavaratti,IN,10.5669,72.642,28.4,86,97,8.48,1722100358
501,San Fernando de Apure,VE,7.8878,-67.4724,26.23,82,98,1.84,1722100358
502,Mogocha,RU,53.7333,119.7667,20.07,71,100,0.92,1722100358
503,Natal,BR,-5.795,-35.2094,26.36,78,75,5.14,1722100212
504,Susner,IN,23.95,76.0833,25.53,92,100,5.82,1722100359
505,Muisne,EC,0.6,-80.0333,25.09,81,94,4.18,1722100359
506,Gornji Vakuf,BA,43.9381,17.5883,26.84,49,0,1.85,1722100359
507,Pariaman,ID,-0.619,100.12,26.03,83,81,2.33,1722100359
508,Dvinskoy Bereznik,RU,62.8551,42.7072,16.81,54,5,1.71,1722100359
509,Tindouf,DZ,27.6711,-8.1474,41.68,7,0,8.22,1722100359
510,Distrikt Brokopondo,SR,4.75,-55.1667,29.13,65,84,1.52,1722100359
511,Brandfort,ZA,-28.7001,26.4597,8.1,20,0,2.96,1722100359
512,Sompeta,IN,18.9333,84.6,28.36,79,88,2.72,1722100360
513,Necochea,AR,-38.5473,-58.7368,12.39,39,0,9.75,1722100360
514,São José de Ribamar,BR,-2.5619,-44.0542,31.21,57,3,5.29,1722100360
515,Steamboat Springs,US,40.485,-106.8317,22.77,47,75,0.0,1722100360
516,Qarqaraly,KZ,49.4058,75.4742,19.99,42,84,1.49,1722100360
517,Kalengwa,ZM,-13.4659,25.0027,20.25,14,0,2.3,1722100360
518,Maceió,BR,-9.6658,-35.7353,23.69,88,75,2.57,1722100360
519,Międzyzdroje,PL,53.9292,14.451,22.34,78,78,2.77,1722100360
520,Campo Alegre,BR,-9.7819,-36.3508,25.38,63,82,5.04,1722100360
521,Aracati,BR,-4.5617,-37.7697,31.34,49,35,7.02,1722100360
522,Aldinga Beach,AU,-35.2793,138.4604,7.59,71,8,3.75,1722100361
523,Santa Ana,US,33.7456,-117.8678,28.12,74,40,3.09,1722100361
524,Camapuã,BR,-19.5314,-54.0439,34.07,15,0,2.73,1722100361
525,Nova Viçosa,BR,-17.8919,-39.3719,26.72,60,51,4.64,1722100361
526,Flin Flon,CA,54.7682,-101.865,17.91,68,100,7.72,1722100361
527,Sechura,PE,-5.5569,-80.8222,23.23,57,6,3.24,1722100361
528,Grand-Lahou,CI,5.1367,-5.0242,24.94,87,80,5.21,1722100422
529,East London,ZA,-33.0153,27.9116,18.68,45,0,1.64,1722100422
530,Kizil-Arvat,TM,38.9764,56.2757,34.54,35,0,8.82,1722100422
531,Uchiza,PE,-8.4592,-76.4633,31.11,46,54,0.99,1722100422
532,Hampton Bays,US,40.869,-72.5176,28.33,54,0,2.57,1722100397
533,Ganshui,CN,28.7422,106.7111,25.81,94,98,1.1,1722100422
534,Talcahuano,CL,-36.7167,-73.1167,10.82,58,20,6.17,1722100422
535,Guerrero Negro,MX,27.9769,-114.0611,23.69,62,6,5.35,1722100353
536,Concordia,AR,-31.393,-58.0209,23.04,46,0,4.12,1722100422
537,Akot,IN,21.0964,77.0586,24.5,90,100,5.96,1722100422
538,Maun,BW,-19.9833,23.4167,21.85,9,5,2.53,1722100423
539,Boca Suno,EC,-0.7167,-77.1333,29.77,66,89,0.41,1722100423
540,Chernyshevskiy,RU,63.0128,112.4714,18.03,87,92,1.43,1722100423
541,Santa Terezinha,BR,-29.9002,-50.0904,18.19,85,39,1.72,1722100423
542,Boende,CD,-0.2167,20.8667,27.64,62,99,1.31,1722100423
543,Nova Xavantina,BR,-14.6667,-52.35,34.79,16,0,2.25,1722100423
544,Kailua-Kona,US,19.6406,-155.9956,23.98,69,40,2.06,1722100252
545,Coquimbo,CL,-29.9533,-71.3436,19.43,62,36,4.63,1722100423
546,Roxas,PH,11.5853,122.7511,23.41,95,100,1.79,1722100424
547,Newman,US,37.3138,-121.0208,22.35,34,0,1.68,1722100424
548,Kharp,RU,66.8014,65.8081,14.23,87,100,3.8,1722100424
549,Island Harbour,GB,50.724,-1.2758,21.69,67,48,2.24,1722100424
550,Tobelo,ID,1.7284,128.0095,26.74,83,78,1.68,1722100424
551,Sainte-Suzanne,RE,-20.9061,55.6089,21.12,78,100,3.09,1722100424
552,Basni,IN,27.1667,73.65,28.28,83,100,8.83,1722100424
553,Souillac,MU,-20.5167,57.5167,22.21,78,20,1.54,1722100424
554,Posse,BR,-14.0931,-46.3694,31.05,26,3,2.94,1722100424
555,Gorontalo,ID,0.5412,123.0595,23.64,97,18,0.95,1722100425
556,Santana,BR,-0.0583,-51.1817,33.1,62,20,4.12,1722100425
557,Poso,ID,-1.3959,120.7524,25.43,89,37,1.22,1722100425
558,Bornu Yassu,NG,12.2774,12.5552,23.61,80,100,9.29,1722100425
559,Galle,LK,6.0367,80.217,27.17,85,96,6.29,1722100425
560,Reçani,MA,31.2846,-4.2688,39.86,9,91,7.3,1722100425
561,São Vicente,BR,-23.9631,-46.3919,31.1,57,95,2.26,1722100425
562,Glace Bay,CA,46.1969,-59.957,23.94,68,1,2.24,1722100425
563,Sitia,GR,35.2,26.0986,29.43,66,0,9.41,1722100425
564,Egersund,NO,58.4513,5.9997,16.43,71,71,4.28,1722100425
565,Veinticinco de Mayo,AR,-35.4323,-60.1727,16.9,24,50,4.36,1722100426
566,Los Llanos de Aridane,ES,28.6585,-17.9182,24.51,79,75,4.63,1722100426
567,Cobija,BO,-11.0267,-68.7692,35.1,46,20,2.06,1722100426
568,Pangody,RU,65.85,74.4859,15.87,64,8,4.68,1722100426
569,Lā‘ie,US,21.6477,-157.9253,25.81,80,100,2.24,1722100426
570,Meridian,US,43.6121,-116.3915,23.62,42,0,4.12,1722100426
571,Harstad,NO,68.799,16.5293,17.66,94,100,3.58,1722100427
572,Mengcheng Chengguanzhen,CN,33.2661,116.566,25.97,89,100,4.19,1722100427
573,Vilyaka,LV,57.1846,27.6722,22.19,66,97,1.83,1722100427
574,Putina,PE,-15.4667,-69.4333,10.76,52,0,3.32,1722100427
575,Corinth,GR,37.9407,22.9573,32.16,38,0,3.41,1722100427
576,Inarajan Village,GU,13.2736,144.7484,28.08,94,78,4.27,1722100513
577,Kristiansund,NO,63.1115,7.732,16.36,84,75,3.09,1722100513
578,Tangalle,LK,6.024,80.7911,26.93,81,100,4.29,1722100514
579,Itaituba,BR,-4.2761,-55.9836,38.27,23,9,1.55,1722100514
580,Urangan,AU,-25.3,152.9,18.39,89,100,6.91,1722100515
581,Tshikapa,CD,-6.4167,20.8,29.2,14,41,1.1,1722100515
582,Boyolangu,ID,-8.1181,111.8935,22.77,95,81,2.25,1722100515
